Sage Cover Expiry Listing (Detail) From Expiry Date 01/01/2021 To 31/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,

No.,MyAppID No.,Expiry Date,,Acc Code,Licensee Name,Email,Contact No.,"Acc:1, Inv:2, 1Acc:5",Product Name,Total Users,Main License Price,CU Price,Total Price,,,,,,,,,,,,,
564,N420000660063,11-09-21,,300R/158,RABIATUL ADAWIYAH,radawiyah.work@gmail.com,60166638340,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
565,N360000106748,14-09-21,,300J/170,Jannah Healthcare Sdn Bhd,kamil@rolhh.com,60342525888,7,Upg - Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
566,N540000136320,14-09-21,,300J/170,Jannah Healthcare Sdn Bhd,kamil@rolhh.com,60342525888,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
567,N410000033965,15-09-21,,300V/089,VKM Trading,viknesvarankrusnamurthy@gmail.com,60185776869,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
568,N420000516279,15-09-21,,300T/335,Teras Jaya Kualiti Sdn Bhd,tjkualiti@gmail.com,60122392014,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
569,N080000374874,17-09-21,,300M/324,MAXPROM BINA SDN BHD,greenng@gmail.com,380239900,1,Upg - Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
570,N660000002573,18-09-21,,300F/143,Facco Japan K.K.,yuemura@facco.jp,81756720324,13,Sage UBS Inventory & Billing INTL,3,350,80,510,,,,,,,,,,,,,
571,S44000069759,18-09-21,,300Z/053,PERMINTEX SANKO TECHNOLOGIES SDN BHD,maisarah@zenigauto.com,360281712,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
572,S44000069816,18-09-21,,300Z/053,PERMINTEX SANKO TECHNOLOGIES SDN BHD,maisarah@zenigauto.com,360281712,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
573,N080003172794,19-09-21,,300H/264,Hokto Malaysia Sdn Bhd,accounting@hokto-kinoko.com.my,6012237,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
574,N440000029773,19-09-21,,300S/340,Sineo Management Sdn Bhd,sineohqacc1@gmail.com,60356328526,4,Sage BSM MY,2,"1,000.00",80,"1,080.00",,,,,,,,,,,,,
575,N440000029847,19-09-21,,300B/078,Sri Ros Management Corporation,srirosmanagement@gmail.com,60387376744,4,Sage BSM MY,3,"1,000.00",80,"1,160.00",,,,,,,,,,,,,
576,N360000106813,20-09-21,,300O/086,Omargill Advocate & Solicitor,svtindra@gmail.com,60356324155,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
577,N410000012366,21-09-21,,303F/042,Fikrah Ukhrawi Trading,luqmansyafiee@gmail.com,6.01E+11,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
578,N420000186436,21-09-21,,300J/142,JK Metal Work,jkmetalwork888@gmail.com,60173507549,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
579,N420000663623,21-09-21,,300N/174,Nimroc Holdings Sdn Bhd,sharifah@nimroc.com,60138356144,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
580,N080002788971,22-09-21,,300J/001,JKY SINK SDN BHD,wkl@jkysink.com.my,360212728,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
581,N370000022494,22-09-21,,300N/158,NAGOYA AUTOMOBILE MALAYSIA HOLDING SDN BHD,jericca.nam@gmail.com,60360201086,8,Sage Payroll 60 MY,3,450,80,610,,,,,,,,,,,,,
582,S32000030734,22-09-21,,300B/032,BLUE BIRD COMPANY (PVT) LTD,fsobah@bluebirdatoll.com,9600,13,Sage UBS Inventory & Billing INTL,5,350,80,670,,,,,,,,,,,,,
583,N420000034423,24-09-21,,300P/347,PUSTAKA SERI MAJU,pustakaserimaju@gmail.com,60391746634,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
584,N540000044772,24-09-21,,300T/183,TOPAZ TRAVEL & TOURS SDN BHD,anita@topaztravels.com,379585511,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
585,N420000520736,25-09-21,,300P/348,"PERTUBUHAN KEBAJIKAN ANAK ANAK YATIM ISLAM BATU PAHAT, JOHOR",masturarubiyaton@yahoo.com,6074324206,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
586,N380000044226,26-09-21,,30J1/K37,KOLEJ PENGAJIAN ISLAM JOHOR (MARSAH),s.ruhana@marsah.edu.my,6072232700,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
587,N080001344371,27-09-21,,300T/257,THAI WADEE REFLEXOLOGY SDN BHD,tbp7121111013@gmail.com,6062869099,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
588,N080003186613,27-09-21,,300G/170,Goldstone Kuala Lumpur Sdn Bhd,yaiyee@goldstone.my,60321636222,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
589,N080003187313,27-09-21,,300J/001,JKY SINK SDN BHD,wkl@jkysink.com.my,360212728,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
590,N400000033352,27-09-21,,300B/137,BELTEC SDN BHD,pohsuan@beltec.com.my,378591928,11,Upg - Sage Payroll Premium MY,3,650,80,810,,,,,,,,,,,,,
591,N420000665164,28-09-21,,300K/279,Kedai Emas Kamarulhadi Sdn Bhd,kamarulhadisb1@gmail.com,60199347855,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
592,N420000192939,29-09-21,,300I/145,Iskandar Zulhelmi Bin Khalid,iszk.shoppe@gmail.com,60176667590,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
593,N420000665362,29-09-21,,301Y/008,YAYASAN RESTU,restufinance@gmail.com,6035511,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
594,N440000015837,29-09-21,,300P/121,JMB WANGSA METROVIEW CONDOMINIUM,jmbwmc@gmail.com,60341421317,4,Sage BSM MY,3,"1,000.00",80,"1,160.00",,,,,,,,,,,,,
Expiry Date : October 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
595,N110000008919,01-10-21,,300K/187,KUALA LUMPUR RESERVES SDN BHD,munchooijen@hotmail.com,3272626850,6,Upg - Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
596,N080000141657,02-10-21,,300B/133,BRITISH MALAYSIAN CHAMBER OF COMMERCE,azlin@bmcc.org.my,321631784,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
597,N090000035173,02-10-21,,300B/133,BRITISH MALAYSIAN CHAMBER OF COMMERCE,azlin@bmcc.org.my,321631784,2,Upg - Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
598,N320000001915,02-10-21,,300W/049,WHITEX GARMENTS SDN BHD,IT@whitexgarments.com,60389613537,12,Sage UBS Accounting & Billing INTL,3,350,80,510,,,,,,,,,,,,,
599,N420000524563,02-10-21,,,CK Bodyworks Sdn Bhd,ckbody1@yahoo.com,60123196698,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
600,N370000053298,05-10-21,,301S/009,SHIPS CLASSIFICATION (MALAYSIA) SDN BHD,masrina@myscm.com.my,355138170,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
601,N0800002446138,06-10-21,,300I/133,Info Star Sdn Bhd,account3@infostar.com.my,60379808266,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
602,N080000146027,07-10-21,,300R/106,RMS MAINTENANCE SERVICE SDN BHD,rainbowmaintenance@gmail.com,392834920,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
603,N410000025628,07-10-21,,300P/393,PUSAT SERVIS AUTOMOBIL AZKA,masriyati.rosli@gmail.com,98502830,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
604,N420000526018,07-10-21,,300T/337,TEO A.KHING DESIGN CONSULTANTS SDN BHD,takdc@tak.com.my,60322833000,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
605,S45000577329,08-10-21,,300N/136,NATTY TEAM MARKETING SDN BHD,celine.nattyteam@gmail.com,351227797,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
606,N350000055570,09-10-21,,300P/394,Problast Oil Services Sdn Bhd,nadhirah@problast.com.my,60172439763,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
607,N420000527079,09-10-21,,300P/394,Problast Oil Services Sdn Bhd,nadhirah@problast.com.my,60172439763,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
608,S22000009545,09-10-21,,300W/069,WANTECH SOLUTION,cslim@wantechsolution.com,342967332,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
609,N420000669561,11-10-21,,300Z/055,Ziaf Resources Sdn Bhd,mf24293@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
610,N540000106589,11-10-21,,300U/036,UITM HOLDINGS,yana@uitmholdings.com,3552250580,1,Upg - Sage UBS Accounting & Billing MY,10,400,80,"1,120.00",,,,,,,,,,,,,
611,N090000040223,12-10-21,,300V/082,VERDURE HEALTHCARE CONSULTANCY SDN BHD,verdureaccdept@gmail.com,60327135565,2,Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
612,N100000005672,12-10-21,,300V/082,VERDURE HEALTHCARE CONSULTANCY SDN BHD,verdureaccdept@gmail.com,60327135565,3,Sage POS MY,1,200,0,200,,,,,,,,,,,,,
613,N360000025883,12-10-21,,300C/284,Chinese Medical Aid Department,sawhang@hotmail.com,60321421263,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
614,N360000026088,12-10-21,,301I/014,INZI AUTOMOTIVE (M) SDN. BHD.,husairi@inzi.co.kr,148031218,7,Upg - Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
615,N420000199752,12-10-21,,300C/284,Chinese Medical Aid Department,sawhang@hotmail.com,60321421263,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
616,N420000377246,12-10-21,,300R/147,Ribomi Global Marketing Sdn Bhd,esther-lao@hotmail.com,6037972,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
617,N430000063551,12-10-21,,300R/147,Ribomi Global Marketing Sdn Bhd,esther-lao@hotmail.com,6037972,2,Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
618,N080003169126,13-10-21,,300S/369,SERC SDN BHD,account@acccim.org.my,342603090,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
619,N390000002587,13-10-21,,300D/161,D LAKSA (M) SDN BHD,admin@dlaksa.com,6075950757,10,Sage Payroll 150 MY,1,600,0,600,,,,,,,,,,,,,
620,N420000200921,13-10-21,,300D/161,D LAKSA (M) SDN BHD,admin@dlaksa.com,6075950757,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
621,N420000528273,14-10-21,,300Z/044,ZMS Management Services,hadzrati.zmsmanagement@gmail.com,60378599391,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
622,S09002527496,15-10-21,,300B/037,BIING HAN ENTERPRISE SDN BHD,biinghanmalaysia@gmail.com,321441081,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
623,N420000068652,16-10-21,,300M/346,Mediassist4U Sdn Bhd,fd.gmssb@gmail.com,60342707372,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
624,N420000671582,16-10-21,,30J1/I17,ISMAIL MIDON & CO,ismailmidon_co@yahoo.com,6072322026,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
625,S09002701517,16-10-21,,300U/069,UTHM HOLDINGS SDN BHD,uhsb@uthm.edu.my,74531334,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
626,N350000040759,17-10-21,,300D/041,Discover Enterprise Sdn Bhd,zaki@discoverenter.com,60321622323,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
627,S44000059151,17-10-21,,300M/068,MPH GROUP PRINTING (M) SDN BHD,mok@mphprinting.com.my,379870966,9,Sage Payroll 100 MY,4,550,80,790,,,,,,,,,,,,,
628,S09002644889,18-10-21,,300N/041,NUGRAHAN SDN BHD,yanti.nugrahan@gmail.com,321662740,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
629,S09000785554,19-10-21,,300Y/082,YAP KHAY CHEONG BRICKWORKS (BATANG KALI) SDN BHD,ykcbwsb@yahoo.com,362586221,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
630,N350000067224,20-10-21,,300L/287,LYNNA CONSULTING SERVICES,sophielyna@gmail.com,6012445,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
631,N130000042411,21-10-21,,30J1/K04,KOPERASI PEKEBUN KECIL DAERAH BATU PAHAT (KOPDAB),kopdab@gmail.com,6074355501,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
632,N420000379514,21-10-21,,300L/206,ELT Distributor Sdn Bhd,kong_yuhpey@hotmail.com,6076600986,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
633,N420000673244,21-10-21,,300E/285,EXPRESSWAY CONTAINER LINES SDN BHD,ganesh@expresswayshipping.com,6033341,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
634,N420000392356,22-10-21,,300D/163,DEMIANE SDN BHD,dayahngadiman@gmail.com,60362064099,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
635,S12001266211,22-10-21,,300T/089,T&G METAL INDUSTRIES SDN BHD,ang@tg-metal.com.my,331917241,2,Sage UBS Inventory & Billing MY,15,400,80,"1,520.00",,,,,,,,,,,,,
636,N440000030965,23-10-21,,300M/393,MAXWELL TOWERS MANAGEMENT CORPORATION,jmbmt09@gmail.com,6037785,4,Sage BSM MY,1,"1,000.00",0,"1,000.00",,,,,,,,,,,,,
637,N660000000979,24-10-21,,300D/149,DICHOSO TRADING,robertan653@gmail.com,6000,13,Sage UBS Inventory & Billing INTL,3,350,80,510,,,,,,,,,,,,,
638,N420000008354,25-10-21,,300S/526,SHR ENGINEERING (M) SDN BHD,info@shr.com.my,360922678,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
639,N420000393240,25-10-21,,301Y/008,Yayasan Restu,norsuhaila@restu-art.com,60355119001,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
640,N540000062497,25-10-21,,300Z/027,ZINS SECURITY SERVICES SDN BHD,shazni.nadzri@yahoo.com,387375012,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
641,N080000193471,26-10-21,,300A/145,ATIQS SDN BHD,zue@atiqs.com.my,355695752,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
642,N420000225489,26-10-21,,300P/370,PRIMA VELET SDN BHD,acctprimavalet@gmail.com,60389260764,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
643,S60000279478,26-10-21,,300T/089,T&G METAL INDUSTRIES SDN BHD,ang@tg-metal.com.my,331917241,11,Sage Payroll Premium MY,3,650,80,810,,,,,,,,,,,,,
644,N420000382611,27-10-21,,300F/108,Fai Tat Interior Design & Furniture Sdn Bhd,faitat20@gmail.com,60380706933,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
645,N420000213241,28-10-21,,300A/362,AL JASIM SDN BHD,kabeertv@gmail.com,60360385521,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
646,S09002589633,28-10-21,,300R/103,RENTAK ABAD SDN BHD,masyetah@rentak-abad.com,355255690,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
647,N090000809332,29-10-21,,300F/131,FLOODLIT ENTERPRISE (M) SDN. BHD.,enquiry@floodlitesb.com.my,73544828,2,Upg - Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
648,N420000676192,29-10-21,,300I/161,INTISAR MANAGEMENT SERVICES,intisarms@gmail.com,6013394,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
649,N420000676230,29-10-21,,300G/202,Guide Management Services,gms77guide@gmail.com,60192222536,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
650,N240000009125,30-10-21,,300T/132,10 Boulevard Joint Management Body,10b.jmb@gmail.com,60377261324,4,Upg - Sage BSM MY,3,"1,000.00",80,"1,160.00",,,,,,,,,,,,,
Expiry Date : November 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
651,N420000448512,01-11-21,,300I/149,IE Direct Sdn Bhd,cumicat@gmail.com,6043839114,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
652,N080000002361,02-11-21,,300M/263,MELIA BEST SDN BHD,fiza_ofis@yahoo.com,60351036600,1,Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
653,N420000534894,03-11-21,,300A/389,Alaska Resources Sdn Bhd,alaskaresourcessb@gmail.com,6014646,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
654,N420000535193,03-11-21,,300K/272,Klinik Ajwa (Setia Alam) Sdn Bhd,nuramalina@klinikajwa.com.my,60333590516,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
655,S09001486347,03-11-21,,300C/186,CW & CO,rawcw23@yahoo.com,163839836,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
656,N420000677948,04-11-21,,300G/204,GREEN SEEK NATURE SDN BHD,greenseeknature@gmail.com,60341416808,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
657,N420000229317,05-11-21,,,JAKEL TRADING SDN BHD,norshahila.hadi@jakel.my,326150777,1,Sage UBS Accounting & Billing MY,7,400,80,880,,,,,,,,,,,,,
658,N420000002088,06-11-21,,300K/112,Kesuma Engineering Sdn Bhd,admin@kesumaengrg.com.my,60378598200,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
659,N420000404474,06-11-21,,300K/263,Koperasi Ummah Dana Wawasan Melaka Berhad,mubarak6568siti@gmail.com,60123455667,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
660,N080000146285,07-11-21,,300S/264,SYARIKAT PERNIAGAAN ACR SDN BHD,acr1668@gmail.com,37874,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
661,N090000036912,07-11-21,,300S/264,SYARIKAT PERNIAGAAN ACR SDN BHD,acr1668@gmail.com,37874,2,Upg - Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
662,N420000398551,08-11-21,,300I/112,Intres Capital Partners Sdn bhd,mastura@intrescapital.com,60321093000,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
663,N420000678981,08-11-21,,300A/125,AMBER GREEN SDN BHD,ac@ambercourtgenting.com,6036101,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
664,N420000679027,09-11-21,,,KOLEJ KOMUNITI BANDAR PENAWAR,kkbp@kkbpenawar.edu.my,6078225800,1,Sage UBS Accounting & Billing MY,20,400,80,"1,920.00",,,,,,,,,,,,,
665,S09002627768,09-11-21,,300M/244,MOHD ALIFF HAIQAL,captainabe04@gmail.com,123708901,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
666,N420000388054,10-11-21,,300S/561,Letchumy A/P Dorasamy,lakshmishai27@gmail.com,60124872775,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
667,S60000045274,10-11-21,,300L/057,L & T MACHINERY ENTERPRISE SDN BHD,susan@ltmachinery.com.my,380664326,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
668,N400000000372,11-11-21,,300H/126,HULS TRANSMISSION SDN BHD,shida_arif@huls-transmission.com.my,389416077,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
669,N420000537168,11-11-21,,300B/197,BOHICA ENTERPRISE,admin@bohica.com.my,60342853384,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
670,N420000679653,11-11-21,,300A/400,ALFA NMJ ASSOCIATES,alfanmjassociates@gmail.com,6018225,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
671,N080000156297,12-11-21,,300R/005,Rainbow Sunshade System Sdn Bhd,macy@rainbowsunshade.com,60377830071,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
672,N420000682043,17-11-21,,300H/282,HOME GARDEN LEGACY,homegardenmalaysia@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
673,N350000068130,18-11-21,,300F/126,Flumen Technologies Sdn Bhd,info@flumen.com.my,60342666225,6,Sage Payroll 15 MY,2,150,80,230,,,,,,,,,,,,,
674,N440000039255,18-11-21,,300L/280,Laurelcap Asset Management Sdn Bhd,hafiy@laurelcap.com.my,60356110338,4,Sage BSM MY,1,"1,000.00",0,"1,000.00",,,,,,,,,,,,,
675,N080002812320,20-11-21,,300M/301,BENJAMIN DAWSON,a.sudarvily@benjamindawson.com,327101822,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
676,N420000237787,20-11-21,,300Y/092,Yayasan Restu (Kompleks Nasyrul Quran),aidafadilahtarif@gmail.com,60135912005,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
677,S09002549279,20-11-21,,300F/104,FOO ADVISORY SERVICES SDN BHD,fooadvisory@gmail.com,390821289,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
678,S44000261045,20-11-21,,300P/149,PARKSIDE FLEXIBLES (ASIA) SDN BHD,mark.menezes@parksideflex.com,355691826,9,Sage Payroll 100 MY,4,550,80,790,,,,,,,,,,,,,
679,N420000541771,21-11-21,,300F/144,Foo Li Mei & Siong,esheenenterprise@gmail.com,60327427648,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
680,N350000068347,22-11-21,,30J1/T50,TABUNG AMANAH WARISAN NEGERI JOHOR,sitiaishah@johor.gov.my,6072667163,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
681,N360000033877,22-11-21,,300A/364,Alltech Biotechnology (M) Sdn Bhd,klim@alltech.com,60355698000,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
682,N390000011042,22-11-21,,300E/286,Estetika Medispa Sdn Bhd,estetikamedispa.hr@gmail.com,60129545564,10,Sage Payroll 150 MY,2,600,80,680,,,,,,,,,,,,,
683,N400000035379,22-11-21,,300P/368,Pandamaran Synergy Petroleum Sdn Bhd,joycelim@psp-group.com.my,60331342000,11,Sage Payroll Premium MY,3,650,80,810,,,,,,,,,,,,,
684,N420000683247,22-11-21,,30J1/T50,TABUNG AMANAH WARISAN NEGERI JOHOR,sitiaishah@johor.gov.my,6072667163,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
685,N660000002151,22-11-21,,300F/126,Flumen Technologies Sdn Bhd,nabila@flumen.com.my,60342666225,13,Sage UBS Inventory & Billing INTL,1,350,0,350,,,,,,,,,,,,,
686,S09000794236,22-11-21,,300I/074,IMAKMA ENGINEERING,imakma_engin@yahoo.com,75544917,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
687,S09003031946,22-11-21,,300T/089,T&G METAL INDUSTRIES SDN BHD,ang@tg-metal.com.my,331917241,1,Sage UBS Accounting & Billing MY,6,400,80,800,,,,,,,,,,,,,
688,N420000542134,24-11-21,,300R/152,RIA SOLUTIONS (M) SDN BHD,norakmal@ria-solutions.com,6098271511,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
689,N420000684361,24-11-21,,,MAJLIS DAERAH MERSING,nursyazrina15@gmail.com,6077981818,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
690,N420000404618,25-11-21,,300B/170,BNC POWER (M) SDN. BHD.,yvonnewin7585@gmail.com,60358915878,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
691,N540000074635,25-11-21,,300K/099,KENANGA POINT MANAGEMENT,kpmc@yahoo.com,392210314,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
692,N420000009433,26-11-21,,300A/344,ARISPROP SDN BHD,contact@arisprop.asia,60387330119,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
693,N420000225579,26-11-21,,300W/156,WAIDA ELECTRICAL TRADING SDN BHD,sales@waida.com.my,60192292796,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
694,N430000036821,26-11-21,,300W/156,WAIDA ELECTRICAL TRADING SDN BHD,sales@waida.com.my,60192292796,2,Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
695,N080000198065,27-11-21,,300O/061,O&M Management Consultants Sdn Bhd,wailing@malaysiaaccountant.com,60321611000,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
696,N080002842240,27-11-21,,300Z/053,PERMINTEX SANKO TECHNOLOGIES SDN BHD,maisarah@zenigauto.com,360281712,1,Upg - Sage UBS Accounting & Billing MY,6,400,80,800,,,,,,,,,,,,,
697,N080002842514,29-11-21,,300K/231,Klinik Ajwa Seksyen 15 Sdn Bhd,ct_tmabu@yahoo.com,60355240631,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
698,N090000744296,29-11-21,,300Z/053,PERMINTEX SANKO TECHNOLOGIES SDN BHD,maisarah@zenigauto.com,360281712,2,Upg - Sage UBS Inventory & Billing MY,10,400,80,"1,120.00",,,,,,,,,,,,,
699,S44000131616,29-11-21,,300F/092,FUNG KEONG RUBBER MFY (M) SDN BHD,laykianfkr@gmail.com,332911901,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
700,N080000211148,30-11-21,,300S/374,Samudra Bumi Emas Sdn Bhd,accounts@samudralogistic.com,60392247678,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
701,N080000213853,30-11-21,,300I/009,Ivs Tech (M) Sdn Bhd,bawani@ivstech.asia,60378870750,1,Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
702,N080000370291,30-11-21,,300S/549,Sincerol Sdn Bhd,sinceroacc@hotmail.com,60355252508,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
703,N420000395122,30-11-21,,300D/034,Demi Cita Lumayan Sdn Bhd,info.dclsb@gmail.com,60123836850,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
Expiry Date : December 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
